ecode,cname,fye,filingDate,address,stkno
E02528,住友商事株式会社,2017-03-31,2017-06-23,東京都中央区晴海1丁目8番11号,8053.0
E01490,株式会社滝澤鉄工所,2017-03-31,2017-06-23,岡山市北区撫川983番地,6121.0
E05324,株式会社ＡＳＪ,2017-03-31,2017-06-23,埼玉県川口市栄町三丁目２番16号,2351.0
E05685,株式会社タケエイ,2017-03-31,2017-06-23,東京都港区芝公園二丁目４番１号  Ａ－10階,2151.0
E25620,株式会社ディジタルメディアプロフェッショナル,2017-03-31,2017-06-23,東京都中野区中野四丁目10番２号,3652.0
E03036,美津濃株式会社,2017-03-31,2017-06-23,大阪市中央区北浜四丁目１番23号　(上記は登記上の本店所在地であり、実際の業務は下記の場所で行っております。)大阪市住之江区南港北一丁目12番35号,8022.0
E04237,川崎汽船株式会社,2017-03-31,2017-06-23,神戸市中央区海岸通８番,9107.0
E03549,株式会社山形銀行,2017-03-31,2017-06-23,山形県山形市七日町三丁目１番２号,8344.0
E01928,岡谷電機産業株式会社,2017-03-31,2017-06-23,東京都世田谷区等々力六丁目16番９号,6926.0
E01097,住友理工株式会社,2017-03-31,2017-06-23,愛知県小牧市東三丁目１番地,5191.0
E02196,株式会社 ケーヒン,2017-03-31,2017-06-23,東京都新宿区西新宿一丁目26番２号,7251.0
E02124,日立造船株式会社,2017-03-31,2017-06-23,大阪市住之江区南港北一丁目７番89号,7004.0
E01657,株式会社アイチコーポレーション,2017-03-31,2017-06-23,埼玉県上尾市大字領家字山下1152番地の10,6345.0
E23187,フィデアホールディングス株式会社,2017-03-31,2017-06-23,宮城県仙台市青葉区中央三丁目１番24号,8713.0
E01210,株式会社ＭＡＲＵＷＡ,2017-03-31,2017-06-23,愛知県尾張旭市南本地ヶ原町三丁目83番地,5344.0
E00049,株式会社ＮＩＰＰＯ,2017-03-31,2017-06-23,東京都中央区八重洲一丁目２番16号,1881.0
E01699,鉱研工業株式会社,2017-03-31,2017-06-23,東京都豊島区高田二丁目17番22号,6297.0
E01207,株式会社フジミインコーポレーテッド,2017-03-31,2017-06-23,愛知県清須市西枇杷島町地領二丁目１番地１,5384.0
E00838,リケンテクノス株式会社,2017-03-31,2017-06-23,東京都千代田区神田淡路町二丁目101番地,4220.0
E01528,東洋機械金属株式会社,2017-03-31,2017-06-23,兵庫県明石市二見町福里字西之山523番の１,6210.0
E00176,世紀東急工業株式会社,2017-03-31,2017-06-23,東京都港区芝公園二丁目９番３号,1898.0
E02174,河西工業株式会社,2017-03-31,2017-06-23,神奈川県高座郡寒川町宮山3316番地,7256.0
E02386,株式会社ニフコ,2017-03-31,2017-06-23,神奈川県横須賀市光の丘５番３号,7988.0
E02228,株式会社ジーテクト,2017-03-31,2017-06-23,埼玉県さいたま市大宮区桜木町一丁目11番地20,5970.0
E27063,パンチ工業株式会社,2017-03-31,2017-06-23,東京都品川区南大井六丁目22番７号,6165.0
E03110,株式会社フレンドリー,2017-03-31,2017-06-23,大阪府大東市寺川三丁目12番１号,8209.0
E00971,日水製薬株式会社,2017-03-31,2017-06-23,東京都台東区上野三丁目23番９号,4550.0
E03355,株式会社オートウェーブ,2017-03-31,2017-06-23,千葉市稲毛区宮野木町1850番地,2666.0
E05426,興銀リース株式会社,2017-03-31,2017-06-23,東京都港区虎ノ門一丁目２番６号,8425.0
E02128,株式会社ＩＨＩ,2017-03-31,2017-06-23,東京都江東区豊洲三丁目１番１号,7013.0
E03653,株式会社中京銀行,2017-03-31,2017-06-23,名古屋市中区栄三丁目33番13号,8530.0
E23818,チムニー株式会社,2017-03-31,2017-06-23,東京都墨田区亀沢一丁目１番15号（上記は登記上の本店所在地であり、実際の業務は下記の場所で行っております。）,3178.0
E01577,新興プランテック株式会社,2017-03-31,2017-06-23,横浜市磯子区新磯子町27番地５,6379.0
E05469,システムズ・デザイン株式会社,2017-03-31,2017-06-23,東京都杉並区和泉一丁目22番19号,3766.0
E01233,三菱製鋼株式会社,2017-03-31,2017-06-23,東京都中央区晴海三丁目２番22号,5632.0
E02205,株式会社ミツバ,2017-03-31,2017-06-23,群馬県桐生市広沢町一丁目2681番地,7280.0
E02752,日邦産業株式会社,2017-03-31,2017-06-23,大阪府吹田市江坂町一丁目23番28―701号,9913.0
E02997,クリエイト株式会社,2017-03-31,2017-06-23,大阪市西区阿波座一丁目13番15号,3024.0
E00115,日本電設工業株式会社,2017-03-31,2017-06-23,東京都台東区池之端一丁目２番23号,1950.0
E04803,株式会社アイネス,2017-03-31,2017-06-23,神奈川県横浜市都筑区牛久保三丁目９番２号（同所は登記上の本店所在地であり、実際の業務は「最寄りの連絡場所」で行っております。）,9742.0
E02529,三菱商事株式会社,2017-03-31,2017-06-23,東京都千代田区丸の内二丁目3番1号,8058.0
E04094,東武鉄道株式会社,2017-03-31,2017-06-23,東京都墨田区押上一丁目１番２号上記は登記上の本店所在地であり、実際の業務は下記の場所で行っております。,9001.0
E02691,株式会社ＰＡＬＴＡＣ,2017-03-31,2017-06-23,大阪市中央区本町橋２番46号,8283.0
E00008,ホクト株式会社,2017-03-31,2017-06-23,長野県長野市南堀138番地１,1379.0
E00371,井村屋グループ株式会社,2017-03-31,2017-06-23,三重県津市高茶屋七丁目１番１号,2209.0
E02506,兼松株式会社,2017-03-31,2017-06-23,神戸市中央区伊藤町119番地（同所は登記上の本店所在地であり、実際の業務は「最寄りの連絡場所」　で行っております。）,8020.0
E05054,日本ラッド株式会社,2017-03-31,2017-06-23,東京都港区虎ノ門二丁目２番５号,4736.0
E31755,株式会社かんぽ生命保険,2017-03-31,2017-06-23,東京都千代田区霞が関一丁目３番２号,7181.0
E31748,日本郵政株式会社,2017-03-31,2017-06-23,東京都千代田区霞が関一丁目３番２号,6178.0
E23479,株式会社シーボン,2017-03-31,2017-06-23,東京都港区六本木七丁目18番12号（同所は登記上の本店所在地であり、実際の本店業務は「最寄りの連絡場所」で行っております。）,4926.0
E02245,株式会社アルファ,2017-03-31,2017-06-23,神奈川県横浜市金沢区福浦一丁目６番８号,3434.0
E00091,中央ビルト工業株式会社,2017-03-31,2017-06-23,東京都中央区日本橋富沢町11番12号,1971.0
E05443,セブンシーズホールディングス株式会社,2017-03-31,2017-06-23,東京都港区虎ノ門二丁目５番５号,3750.0
E32679,九州旅客鉄道株式会社,2017-03-31,2017-06-23,福岡市博多区博多駅前三丁目25番21号,9142.0
E31775,株式会社ゆうちょ銀行,2017-03-31,2017-06-23,東京都千代田区丸の内二丁目７番２号(上記は登記上の本店所在地であり、実際の本社業務は下記の場所で行っております。),7182.0
E00094,株式会社協和エクシオ,2017-03-31,2017-06-23,東京都渋谷区渋谷三丁目29番20号,1951.0
E05269,ブロードメディア株式会社,2017-03-31,2017-06-23,東京都港区赤坂八丁目４番14号,4347.0
E03593,株式会社  十八銀行,2017-03-31,2017-06-23,長崎県長崎市銅座町１番11号,8396.0
E03406,株式会社ひらまつ,2017-03-31,2017-06-23,東京都渋谷区恵比寿四丁目17番３号,2764.0
E00497,株式会社マルタイ,2017-03-31,2017-06-23,福岡市西区今宿青木1042番地１,2919.0
E04111,株式会社日立物流,2017-03-31,2017-06-23,東京都江東区東陽七丁目２番18号(注) 2017年８月16日から本店は下記に移転する予定である。　　 東京都中央区京橋二丁目９番２号,9086.0
E04149,東海旅客鉄道株式会社,2017-03-31,2017-06-23,愛知県名古屋市中村区名駅一丁目１番４号,9022.0
E04148,西日本旅客鉄道株式会社,2017-03-31,2017-06-23,大阪市北区芝田二丁目４番24号,9021.0
E02362,ヤマハ株式会社,2017-03-31,2017-06-23,浜松市中区中沢町10番１号,7951.0
E32763,株式会社イントラスト,2017-03-31,2017-06-23,東京都千代田区麹町一丁目４番地,7191.0
E31594,冨士ダイス株式会社,2017-03-31,2017-06-23,東京都大田区下丸子二丁目17番10号,6167.0
E01790,サンケン電気株式会社,2017-03-31,2017-06-23,埼玉県新座市北野三丁目６番３号,6707.0
E01338,タツタ電線株式会社,2017-03-31,2017-06-23,大阪府東大阪市岩田町２丁目３番１号,5809.0
E04272,日本航空株式会社,2017-03-31,2017-06-23,東京都品川区東品川二丁目４番11号,9201.0
E05332,株式会社コア,2017-03-31,2017-06-23,東京都世田谷区三軒茶屋一丁目22番３号,2359.0
E31633,デクセリアルズ株式会社,2017-03-31,2017-06-23,東京都品川区大崎一丁目11番２号,4980.0
E00949,参天製薬株式会社,2017-03-31,2017-06-23,大阪府大阪市東淀川区下新庄三丁目９番19号（同所は登記上の本店所在地で実際の業務は「最寄りの連絡場所」で行っています。）,4536.0
E00428,日清オイリオグループ株式会社,2017-03-31,2017-06-23,東京都中央区新川一丁目23番１号,2602.0
E05640,株式会社ＳＲＡホールディングス,2017-03-31,2017-06-23,東京都豊島区南池袋二丁目32番８号,3817.0
E05267,株式会社シーティーエス,2017-03-31,2017-06-23,長野県上田市古里115番地,4345.0
E02224,八千代工業株式会社,2017-03-31,2017-06-23,埼玉県狭山市柏原393番地,7298.0
E00142,日特建設株式会社,2017-03-31,2017-06-23,東京都中央区東日本橋３丁目10番６号,1929.0
E00691,特種東海製紙株式会社,2017-03-31,2017-06-23,静岡県島田市向島町4379番地,3708.0
E03524,株式会社オーシャンシステム,2017-03-31,2017-06-23,新潟県三条市西本成寺二丁目26番57号,3096.0
E05629,株式会社日本Ｍ＆Ａセンター,2017-03-31,2017-06-23,東京都千代田区丸の内一丁目８番２号,2127.0
E04147,東日本旅客鉄道株式会社,2017-03-31,2017-06-23,東京都渋谷区代々木二丁目２番２号,9020.0
E05638,株式会社Minoriソリューションズ,2017-03-31,2017-06-23,東京都新宿区西新宿二丁目４番１号新宿ＮＳビル17階,3822.0
E04830,ＳＣＳＫ株式会社,2017-03-31,2017-06-23,東京都江東区豊洲３丁目２番20号,9719.0
E02315,株式会社ホギメディカル,2017-03-31,2017-06-23,東京都港区赤坂２丁目７番７号,3593.0
E00037,三井松島産業株式会社,2017-03-31,2017-06-23,福岡市中央区大手門一丁目１番12号,1518.0
E02833,株式会社鳥羽洋行,2017-03-31,2017-06-23,東京都文京区水道二丁目８番６号,7472.0
E02770,株式会社ミスミグループ本社,2017-03-31,2017-06-23,東京都文京区後楽二丁目５番１号,9962.0
E00210,ＮＥＣネッツエスアイ株式会社,2017-03-31,2017-06-23,東京都文京区後楽二丁目6番1号,1973.0
E00448,群栄化学工業株式会社,2017-03-31,2017-06-23,群馬県高崎市宿大類町700番地,4229.0
E01842,リオン株式会社,2017-03-31,2017-06-23,東京都国分寺市東元町３丁目20番41号,6823.0
E02869,株式会社ハピネット,2017-03-31,2017-06-23,東京都台東区駒形二丁目４番５号,7552.0
E02498,丸紅株式会社,2017-03-31,2017-06-23,東京都中央区日本橋二丁目７番１号,8002.0
E01402,サンコール株式会社,2017-03-31,2017-06-23,京都市右京区梅津西浦町14番地,5985.0
E05553,キーウェアソリューションズ株式会社,2017-03-31,2017-06-23,東京都世田谷区上北沢５丁目37番18号,3799.0
E02210,株式会社タチエス,2017-03-31,2017-06-23,東京都昭島市松原町三丁目３番７号,7239.0
E02497,伊藤忠商事株式会社,2017-03-31,2017-06-23,大阪市北区梅田３丁目１番３号,8001.0
E01547,株式会社太平製作所,2017-03-31,2017-06-23,愛知県小牧市大字入鹿出新田字宮前955番8,6342.0
E01013,日立化成株式会社,2017-03-31,2017-06-23,東京都千代田区丸の内一丁目９番２号,4217.0
E05648,株式会社アドバンテッジリスクマネジメント,2017-03-31,2017-06-23,東京都目黒区上目黒二丁目１番１号,8769.0
E01514,株式会社豊田自動織機,2017-03-31,2017-06-23,愛知県刈谷市豊田町２丁目１番地,6201.0
E32144,株式会社LITALICO,2017-03-31,2017-06-23,東京都目黒区上目黒二丁目１番１号,6187.0
E21320,株式会社ＪＶＣケンウッド,2017-03-31,2017-06-23,神奈川県横浜市神奈川区守屋町三丁目12番地,6632.0
E03301,株式会社パスポート,2017-03-31,2017-06-23,東京都品川区西五反田７丁目22番17号,7577.0
E02225,フジオーゼックス株式会社,2017-03-31,2017-06-23,静岡県菊川市三沢1500番地の60,7299.0
E00819,住友ベークライト株式会社,2017-03-31,2017-06-23,東京都品川区東品川二丁目５番８号,4203.0
E00868,ケミプロ化成株式会社,2017-03-31,2017-06-23,神戸市中央区京町83番地,4960.0
E01598,株式会社リケン,2017-03-31,2017-06-23,〒102－8202　東京都千代田区三番町８番地１,6462.0
E02617,株式会社日立ハイテクノロジーズ,2017-03-31,2017-06-23,東京都港区西新橋一丁目24番14号,8036.0
E01264,ジェイ　エフ　イー　ホールディングス株式会社,2017-03-31,2017-06-23,東京都千代田区内幸町二丁目２番３号,5411.0
E04032,株式会社エフ・ジェー・ネクスト,2017-03-31,2017-06-23,東京都新宿区西新宿六丁目５番１号,8935.0
E01482,東芝機械株式会社,2017-03-31,2017-06-23,東京都千代田区内幸町二丁目２番２号,6104.0
E04497,株式会社スカパーJSATホールディングス,2017-03-31,2017-06-23,東京都港区赤坂一丁目14番14号,9412.0
E00577,芦森工業株式会社,2017-03-31,2017-06-23,大阪市西区北堀江３丁目10番18号,3526.0
E04996,株式会社ジャストシステム,2017-03-31,2017-06-23,徳島県徳島市川内町平石若松108番地４（同所は登記上の本店所在地であり、実際の業務は「最寄りの連絡場所」で行っております。）,4686.0
E00967,みらかホールディングス株式会社,2017-03-31,2017-06-23,東京都新宿区西新宿二丁目１番１号,4544.0
E05153,株式会社メンバーズ,2017-03-31,2017-06-23,東京都中央区晴海一丁目８番10号,2130.0
E05110,株式会社ＪＩＥＣ,2017-03-31,2017-06-23,東京都新宿区西新宿六丁目24番１号,4291.0
E02213,三菱自動車工業株式会社,2017-03-31,2017-06-23,東京都港区芝五丁目33番８号,7211.0
E04982,株式会社ファルコホールディングス,2017-03-31,2017-06-23,京都市中京区河原町通二条上る清水町346番地,4671.0
E02144,トヨタ自動車株式会社,2017-03-31,2017-06-23,愛知県豊田市トヨタ町１番地,7203.0
E02303,株式会社ジェイ・エム・エス（称号 株式会社 ＪＭＳ）,2017-03-31,2017-06-23,広島市中区加古町12番17号,7702.0
E01968,日本アビオニクス株式会社,2017-03-31,2017-06-23,東京都品川区西五反田八丁目１番５号,6946.0
E01767,沖電気工業株式会社,2017-03-31,2017-06-23,東京都港区虎ノ門１丁目７番12号,6703.0
E01541,新東工業株式会社,2017-03-31,2017-06-23,名古屋市中村区名駅三丁目28番12号,6339.0
E01932,ティアック株式会社,2017-03-31,2017-06-23,東京都多摩市落合一丁目47番地,6803.0
E00051,前田建設工業株式会社,2017-03-31,2017-06-23,東京都千代田区富士見二丁目10番２号,1824.0
E01230,トピー工業株式会社,2017-03-31,2017-06-23,東京都品川区大崎一丁目２番２号,7231.0
E02535,佐藤商事株式会社,2017-03-31,2017-06-23,東京都千代田区丸の内一丁目8番1号,8065.0
E01909,ＣＫＤ株式会社,2017-03-31,2017-06-23,愛知県小牧市応時二丁目250番地,6407.0
E01793,アルプス電気株式会社,2017-03-31,2017-06-23,東京都大田区雪谷大塚町１番７号,6770.0
E04288,乾汽船株式会社,2017-03-31,2017-06-23,東京都中央区勝どき一丁目13番６号,9308.0
E02472,フランスベッドホールディングス株式会社,2017-03-31,2017-06-23,東京都新宿区西新宿六丁目22番１号,7840.0
E05514,株式会社オールアバウト,2017-03-31,2017-06-23,東京都渋谷区恵比寿一丁目20番８号,2454.0
E01452,株式会社　丸順,2017-03-31,2017-06-23,岐阜県大垣市上石津町乙坂130番地１(平成29年４月１日から本店所在地　岐阜県大垣市新田町二丁目1234番地が上記のように移転しております。),3422.0
E01336,昭和電線ホールディングス株式会社,2017-03-31,2017-06-23,東京都港区虎ノ門四丁目３番１号,5805.0
E03457,株式会社　関門海,2017-03-31,2017-06-23,大阪市西区北堀江二丁目３番３号,3372.0
E02070,サン電子株式会社,2017-03-31,2017-06-23,愛知県江南市古知野町朝日250番地,6736.0
E05346,東京センチュリー株式会社 (旧会社名　東京センチュリーリース株式会社),2017-03-31,2017-06-23,東京都千代田区神田練塀町３番地,8439.0
E03071,株式会社サンゲツ,2017-03-31,2017-06-23,名古屋市西区幅下一丁目４番１号,8130.0
E05552,株式会社ドリコム,2017-03-31,2017-06-23,東京都目黒区下目黒一丁目８番１号　目黒雅叙園アルコタワー17階,3793.0
E30982,今村証券株式会社,2017-03-31,2017-06-26,石川県金沢市十間町25番地,7175.0
E01188,株式会社ニッカトー,2017-03-31,2017-06-26,大阪府堺市堺区遠里小野町３丁２番24号,5367.0
E00845,積水化成品工業株式会社,2017-03-31,2017-06-26,大阪市北区西天満２丁目４番４号,4228.0
E01420,京都機械工具株式会社,2017-03-31,2017-06-26,京都市伏見区下鳥羽渡瀬町101番地（同所は登記上の本店所在地で実際の業務は、下記「最寄りの連絡場所」で行っております。）,5966.0
E02671,三信電気株式会社,2017-03-31,2017-06-26,東京都港区芝四丁目４番12号,8150.0
E02247,ＧＭＢ株式会社,2017-03-31,2017-06-26,奈良県磯城郡川西町大字吐田150番地３,7214.0
E02745,株式会社日伝,2017-03-31,2017-06-26,大阪市中央区上本町西一丁目２番16号,9902.0
E05274,株式会社メディカルシステムネットワーク,2017-03-31,2017-06-26,札幌市中央区北十条西二十四丁目３番地,4350.0
E00690,ハビックス株式会社,2017-03-31,2017-06-26,岐阜県岐阜市福光東三丁目５番７号,3895.0
E00312,株式会社ビーアールホールディングス,2017-03-31,2017-06-26,広島市東区光町二丁目６番31号,1726.0
E00669,株式会社トーモク,2017-03-31,2017-06-26,東京都千代田区丸の内二丁目２番２号,3946.0
E02337,クボテック株式会社,2017-03-31,2017-06-26,大阪市北区中之島４丁目３番36号　玉江橋ビル内,7709.0
E02325,日本精密株式会社,2017-03-31,2017-06-26,埼玉県川口市本町四丁目１番８号,7771.0
E01372,日工株式会社,2017-03-31,2017-06-26,兵庫県明石市大久保町江井島1013番地の１,6306.0
E02048,株式会社京写,2017-03-31,2017-06-26,京都府久世郡久御山町森村東300番地,6837.0
E01169,三谷セキサン株式会社,2017-03-31,2017-06-26,福井市豊島１丁目３番１号,5273.0
E03176,元気寿司株式会社,2017-03-31,2017-06-26,栃木県宇都宮市大通り二丁目１番５号,9828.0
E32766,株式会社イノベーション,2017-03-31,2017-06-26,東京都渋谷区渋谷三丁目10番13号,3970.0
E02013,ＡＳＴＩ株式会社,2017-03-31,2017-06-26,静岡県浜松市南区米津町2804番地,6899.0
E02765,株式会社ヨンキュウ,2017-03-31,2017-06-26,愛媛県宇和島市築地町２丁目318番地235,9955.0
E00513,株式会社ピエトロ,2017-03-31,2017-06-26,福岡市中央区天神三丁目４番５号,2818.0
E05670,株式会社　光ハイツ・ヴェラス,2017-03-31,2017-06-26,札幌市中央区南十九条西十一丁目１番15号,2137.0
E01650,グローリー株式会社,2017-03-31,2017-06-26,兵庫県姫路市下手野一丁目３番１号,6457.0
E01265,朝日工業株式会社,2017-03-31,2017-06-26,埼玉県児玉郡神川町渡瀬222番地（上記は登記上の本店所在地であり、実際の本社業務は下記の場所で行っております。）,5456.0
E00565,サカイオーベックス株式会社,2017-03-31,2017-06-26,福井市花堂中２丁目15番１号,3408.0
E01027,株式会社マンダム,2017-03-31,2017-06-26,大阪市中央区十二軒町５番12号,4917.0
E01011,株式会社寺岡製作所,2017-03-31,2017-06-26,東京都品川区広町一丁目４番22号,4987.0
E02663,株式会社リョーサン,2017-03-31,2017-06-26,東京都千代田区東神田２丁目３番５号,8140.0
E03584,株式会社中国銀行,2017-03-31,2017-06-26,岡山市北区丸の内一丁目15番20号,8382.0
E02749,日本電計株式会社,2017-03-31,2017-06-26,東京都台東区上野５丁目14番12号（注）　上記は登記上の本店所在地であり、実際の本店業務は下記　　　　で行っております。,9908.0
E01056,扶桑化学工業株式会社,2017-03-31,2017-06-26,大阪市中央区高麗橋四丁目３番10号,4368.0
E03563,株式会社八十二銀行,2017-03-31,2017-06-26,長野市大字中御所字岡田178番地８,8359.0
E03566,株式会社　北國銀行,2017-03-31,2017-06-26,石川県金沢市広岡二丁目12番６号,8363.0
E02772,堺商事株式会社,2017-03-31,2017-06-26,大阪市中央区久太郎町２丁目４番11号,9967.0
E02059,株式会社ワコム,2017-03-31,2017-06-26,埼玉県加須市豊野台二丁目510番地１,6727.0
E01542,株式会社荏原製作所,2017-03-31,2017-06-26,東京都大田区羽田旭町11番１号,6361.0
E05304,新日鉄住金ソリューションズ株式会社,2017-03-31,2017-06-26,東京都中央区新川二丁目20番15号,2327.0
E02876,株式会社ケー・エフ・シー,2017-03-31,2017-06-26,大阪市北区西天満３丁目２番17号,3420.0
E04859,株式会社スクウェア・エニックス・ホールディングス,2017-03-31,2017-06-26,東京都新宿区新宿六丁目27番30号,9684.0
E01014,ダイトーケミックス株式会社,2017-03-31,2017-06-26,大阪市鶴見区茨田大宮三丁目１番７号,4366.0
E01814,クラリオン株式会社,2017-03-31,2017-06-26,埼玉県さいたま市中央区新都心７番地２ (上記は登記上の本店所在地であり、実際の経理業務は下記の場所で行っております。),6796.0
E03278,マルシェ株式会社,2017-03-31,2017-06-26,大阪市阿倍野区阪南町２丁目20番14号,7524.0
E00848,有機合成薬品工業株式会社,2017-03-31,2017-06-26,東京都中央区日本橋人形町三丁目10番４号,4531.0
E05004,株式会社マイスターエンジニアリング,2017-03-31,2017-06-26,千葉市美浜区中瀬一丁目３番地（同所は登記上の本店所在地であり、実際の業務は「最寄りの連絡場所」で行っております。）,4695.0
E03133,アクシアル　リテイリング株式会社,2017-03-31,2017-06-26,新潟県長岡市中興野18番地２,8255.0
E04939,株式会社ベネッセホールディングス,2017-03-31,2017-06-26,岡山市北区南方三丁目７番17号,9783.0
E05550,ヒビノ株式会社,2017-03-31,2017-06-26,東京都港区港南三丁目５番14号,2469.0
E21832,オーウイル株式会社,2017-03-31,2017-06-26,東京都港区北青山一丁目２番３号,3143.0
E01092,バンドー化学株式会社,2017-03-31,2017-06-26,神戸市中央区港島南町４丁目６番６号,5195.0
E00824,アイカ工業株式会社,2017-03-31,2017-06-26,愛知県清須市西堀江2288番地,4206.0
E00251,株式会社守谷商会,2017-03-31,2017-06-26,長野県長野市南千歳町878番地,1798.0
E00591,小松精練株式会社,2017-03-31,2017-06-26,石川県能美市浜町ヌ167番地,3580.0
E00818,株式会社ダイセル,2017-03-31,2017-06-26,大阪市北区大深町３番１号,4202.0
E01719,株式会社昭和真空,2017-03-31,2017-06-26,神奈川県相模原市中央区田名3062番地10,6384.0
E04427,株式会社ＷＯＷＯＷ,2017-03-31,2017-06-26,東京都港区赤坂五丁目２番20号,4839.0
E05114,株式会社ガーラ,2017-03-31,2017-06-26,東京都渋谷区渋谷三丁目11番11号,4777.0
E01059,コタ株式会社,2017-03-31,2017-06-26,京都府久世郡久御山町田井新荒見77番地,4923.0
E02026,オーデリック株式会社,2017-03-31,2017-06-26,東京都杉並区宮前一丁目17番５号,6889.0
E02307,エスペック株式会社,2017-03-31,2017-06-26,大阪市北区天神橋３丁目５番６号,6859.0
E05252,株式会社東邦システムサイエンス,2017-03-31,2017-06-26,東京都文京区小石川一丁目12番14号,4333.0
E02890,株式会社エクセル,2017-03-31,2017-06-26,東京都港区西新橋三丁目１２番１０号,7591.0
E02517,稲畑産業株式会社,2017-03-31,2017-06-26,大阪市中央区南船場一丁目15番14号（同所は登記上の本店所在地であり、実際の経理業務は主に下記記載の当社東京本社で行っております。),8098.0
E02998,アルコニックス株式会社,2017-03-31,2017-06-26,東京都千代田区永田町二丁目11番１号,3036.0
E00906,スガイ化学工業株式会社,2017-03-31,2017-06-26,和歌山県和歌山市宇須四丁目４番６号,4120.0
E02894,株式会社日本エム・ディ・エム,2017-03-31,2017-06-26,東京都新宿区市谷台町12番２号,7600.0
E05560,ＷＤＢホールディングス株式会社,2017-03-31,2017-06-26,兵庫県姫路市豊沢町79番地,2475.0
E01711,株式会社タクミナ,2017-03-31,2017-06-26,大阪市中央区淡路町二丁目２番14号,6322.0
E00928,わかもと製薬株式会社,2017-03-31,2017-06-26,東京都中央区日本橋本町二丁目２番２号,4512.0
E02415,ニチハ株式会社,2017-03-31,2017-06-26,愛知県名古屋市港区汐止町12番地,7943.0
E00619,大建工業株式会社,2017-03-31,2017-06-26,富山県南砺市井波１番地１上記は登記上の本店で、本店の事務を行っている場所は大阪市北区中之島三丁目２番４号（中之島フェスティバルタワー・ウエスト）,7905.0
E05606,株式会社セキュアヴェイル,2017-03-31,2017-06-26,大阪市北区東天満一丁目１番19号,3042.0
E04890,三協フロンテア株式会社,2017-03-31,2017-06-26,千葉県柏市新十余二５番地,9639.0
E02871,株式会社大田花き,2017-03-31,2017-06-26,東京都大田区東海二丁目２番１号,7555.0
E04001,株式会社サンウッド,2017-03-31,2017-06-26,東京都港区虎ノ門三丁目２番２号,8903.0
E02635,ソーダニッカ株式会社,2017-03-31,2017-06-26,東京都中央区日本橋三丁目６番２号,8158.0
E00768,株式会社トクヤマ,2017-03-31,2017-06-26,山口県周南市御影町１番１号,4043.0
E05548,エヌ・デーソフトウェア株式会社,2017-03-31,2017-06-26,山形県南陽市和田3369番地,3794.0
E01050,株式会社田中化学研究所,2017-03-31,2017-06-26,福井県福井市白方町45字砂浜割５番10,4080.0
E01174,株式会社スパンクリートコーポレーション,2017-03-31,2017-06-26,東京都文京区湯島二丁目４番３号,5277.0
E02021,パルステック工業株式会社,2017-03-31,2017-06-26,静岡県浜松市北区細江町中川7000番地の35,6894.0
E00341,福留ハム株式会社,2017-03-31,2017-06-26,広島市西区草津港二丁目６番75号,2291.0
E03637,株式会社福島銀行,2017-03-31,2017-06-26,福島県福島市万世町２番５号,8562.0
E00728,SEホールディングス・アンド・インキュベーションズ株式会社,2017-03-31,2017-06-26,東京都新宿区舟町５,9478.0
E02282,ジェコー株式会社,2017-03-31,2017-06-26,埼玉県行田市富士見町１丁目４番地１,7768.0
E00942,ロート製薬株式会社,2017-03-31,2017-06-26,大阪市生野区巽西１丁目８番１号,4527.0
E03275,ワタミ株式会社,2017-03-31,2017-06-26,東京都大田区羽田一丁目１番３号,7522.0
E04894,ピー・シー・エー株式会社,2017-03-31,2017-06-26,東京都千代田区富士見一丁目２番21号,9629.0
E03226,株式会社サンドラッグ,2017-03-31,2017-06-26,東京都府中市若松町一丁目38番地の１,9989.0
E02335,国際計測器株式会社,2017-03-31,2017-06-26,東京都多摩市永山六丁目21番１号,7722.0
E01983,双信電機株式会社,2017-03-31,2017-06-26,長野県佐久市長土呂800番地38（上記は登記上の本店所在地であり、実際の業務は下記「最寄りの連絡場所」で行っています。）,6938.0
E01253,丸一鋼管株式会社,2017-03-31,2017-06-26,大阪市西区北堀江三丁目９番10号,5463.0
E04710,株式会社ラウンドワン,2017-03-31,2017-06-26,堺市堺区戎島町四丁45番地１　堺駅前ポルタスセンタービル,4680.0
E05014,りらいあコミュニケーションズ株式会社,2017-03-31,2017-06-26,東京都渋谷区代々木二丁目６番５号(同所は登記上の本店所在地であり、実際の業務は「最寄りの連絡場所」で行っております。),4708.0
E01318,株式会社大紀アルミニウム工業所,2017-03-31,2017-06-26,大阪市西区土佐堀一丁目４番８号,5702.0
E00520,グンゼ株式会社,2017-03-31,2017-06-26,京都府綾部市青野町膳所１番地,3002.0
E00830,旭有機材株式会社,2017-03-31,2017-06-26,宮崎県延岡市中の瀬町二丁目5955番地（同所は登記上の本店所在地であり、実際の業務は下記で行なっております。）,4216.0
E03447,株式会社バッファロー,2017-03-31,2017-06-26,埼玉県川口市本町四丁目１番８号,3352.0
E31878,株式会社ラクス,2017-03-31,2017-06-26,大阪市北区梅田三丁目４番５号,3923.0
E02241,田中精密工業株式会社,2017-03-31,2017-06-26,富山県富山市新庄本町二丁目７番10号,7218.0
E03652,株式会社　名古屋銀行,2017-03-31,2017-06-26,名古屋市中区錦三丁目19番17号,8522.0
E01324,小野建株式会社,2017-03-31,2017-06-26,福岡県北九州市小倉北区西港町12番地の１,7414.0
